1002870	6	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Gaiella occulta
108003	8	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio denitrificans
1081799	7	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermomarinilinea	Thermomarinilinea lacunifontana
1082276	4	Bacteria	Bacillota				Hydrogenispora	Hydrogenispora ethanolica
1086393	1	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium goheungense
1087481	2	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus peoriae
1088	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodovibrionaceae	Rhodovibrio	Rhodovibrio sodomensis
1089553	3	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	Thermacetogenium phaeum
1091494	16	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylotuvimicrobium	Methylotuvimicrobium alcaliphilum
109258	10	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfacinum	Desulfacinum hydrothermale
109327	11	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovorax	Anaerovorax odorimutans
1094342	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alloalcanivorax	Alloalcanivorax xenomutans
1094715	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter	Fluoribacter dumoffii
1095025	1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Demequinaceae	Demequina	Demequina flava
1095026	1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Demequinaceae	Demequina	Demequina sediminicola
1095777	1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Texcoconibacillus	Texcoconibacillus texcoconensis
1096929	2	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia lucknowensis
1097667	3	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Patulibacteraceae	Patulibacter	Patulibacter medicamentivorans
1099794	8	Bacteria	Bacteroidota	Saprospiria	Saprospirales	Haliscomenobacteraceae	Portibacter	Portibacter lacus
1108801	3	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	Planifilum composti
1114878	34	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geomobilimonas	Geomobilimonas luticola
1114962	1	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus	Actinoalloteichus spitiensis
1117177	1	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatiferula	Desulfatiferula berrensis
1117647	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Simiduia	Simiduia agarivorans
1117708	20	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinifilaceae	Marinifilum	Marinifilum flexuosum
111831	2	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus	Defluviicoccus vanus
1120937	1	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura rifamycini
1121267	1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter cuniculorum
1121298	1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium amylolyticum
1121303	1	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium cellobioparum
1121338	1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tepidiprofundi
1121374	4	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Dasania	Dasania marina
1121406	1	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvus	Desulfocurvus vexinensis
1121415	28	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfonauticaceae	Desulfonauticus	Desulfonauticus autotrophicus
1121451	5	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Maridesulfovibrio hydrothermalis
1121457	1	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	Halodesulfovibrio marinisediminis
1121830	3	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodovibrionaceae	Fodinicurvata	Fodinicurvata fenggangensis
1121832	6	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodovibrionaceae	Fodinicurvata	Fodinicurvata sediminis
1122135	2	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Kiloniellaceae	Kiloniella	Kiloniella laminariae
1122137	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	Kordiimonas gwangyangensis
1122177	1	Bacteria	Bacteroidota	Saprospiria	Saprospirales	Lewinellaceae	Flavilitoribacter	Flavilitoribacter nigricans
1122184	1	Bacteria	Bacillota	Clostridia	Lutisporales	Lutisporaceae	Lutispora	Lutispora thermophila
1122224	4	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacter	Spongiibacter marinus
112248	13	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Seinonella	Seinonella peptonophila
1122924	2	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus pinihumi
1122933	1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Paraoerskovia	Paraoerskovia marina
1123043	1	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Telmatocola	Telmatocola sphagniphila
1123374	38	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	Thermodesulfovibrio hydrogeniphilus
1124597	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Magnetococcales	Magnetococcaceae	Magnetococcus	Magnetococcus marinus
1125863	13	Bacteria	Thermodesulfobacteriota	Deferrisomatia	Deferrisomatales	Deferrisomataceae	Deferrisoma	Deferrisoma camini
112903	1	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Propionispora	Propionispora vibrioides
112904	1	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus villorum
1132028	6	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Halieaceae	Chromatocurvus	Chromatocurvus halotolerans
1133106	5	Bacteria	Pseudomonadota	Gammaproteobacteria		Candidatus Competibacteraceae	Plasticicumulans	Plasticicumulans lactativorans
1134406	37	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea	Ornatilinea apprima
113570	1	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes palleronii
1137985	3	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	Lutibacter holmesii
1137994	1	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus saharensis
1142134	1	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Allokutzneria	Allokutzneria multivorans
1142394	111	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Phycisphaera mikurensis
1144275	1	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus coralloides
1155944	1	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Marininema	Marininema halotolerans
1156395	25	Bacteria	Thermodesulfobacteriota	Dissulfuribacteria	Dissulfuribacterales	Dissulfuribacteraceae	Dissulfuribacter	Dissulfuribacter thermophilus
115781	1	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfotignum	Desulfotignum balticum
115783	4	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Trichlorobacter	Trichlorobacter thiogenes
1163407	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter spathiphylli
1163408	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter fulvus
1166337	2	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas jatrophae
1167006	177	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa	Desulfocapsa sulfexigens
1168034	3	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Draconibacterium	Draconibacterium orientale
1168035	1	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Tangfeifania	Tangfeifania diversioriginum
1168039	17	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis carchari
1171596	7	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Bacterioplanoides	Bacterioplanoides pacificum
117208	116	Bacteria	Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	Desulfomonile limimaris
1173111	5	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Lihuaxuella	Lihuaxuella thermophila
1176482	131	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	Sulfurimonas gotlandica
1176697	3	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Oceanirhabdus	Oceanirhabdus sediminicola
1177154	2	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax nanhaiticus
1177179	2	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax hongdengensis
1177181	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax jadensis
1177755	3	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Methyloligella	Methyloligella halotolerans
1179467	1	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Hazenella	Hazenella coriacea
118246	2	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Ureibacillus	Ureibacillus terrenus
1184255	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Silanimonas	Silanimonas mangrovi
1185843	4	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea	Desulfatitalea tepidiphila
1189325	8	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceanicella	Oceanicella actignis
119072	2	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus
1191523	15	Bacteria	Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	Melioribacter roseus
1192854	2	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus	Granulosicoccus antarcticus
1193282	1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus xinjiangensis
1198245	1	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora avicenniae
1198454	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Aureimonas	Aureimonas ferruginea
119978	2	Bacteria	Pseudomonadota	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus albertensis
120213	1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Subtercola	Subtercola boreus
1204385	19	Bacteria	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Litorilinea aerophila
1204727	2	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus urinalis
1206085	5	Bacteria	Actinomycetota	Actinomycetes	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans	Jatrophihabitans endophyticus
1207063	3	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Oceanibaculaceae	Oceanibaculum	Oceanibaculum indicum
120958	2	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter sulfurigignens
121039	1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ferrimicrobium	Ferrimicrobium acidiphilum
121290	9	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sulfonivorans
1217799	6	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas	Dehalogenimonas alkenigignens
122	34	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia maris
1223410	15	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Altibacter	Altibacter lentus
1223530	15	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Wandonia	Wandonia haliotis
1224744	21	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus capsulatus
1224947	1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pustulibacterium	Pustulibacterium marinum
1227946	2	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquibacter	Aquibacter zeaxanthinifaciens
1227949	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	Sphingomicrobium astaxanthinifaciens
1229	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus oceani
1231	92	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira multiformis
1231190	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor indicus
1234143	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas euniceicola
1236215	1	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfovectis	Desulfovectis peckii
1236220	5	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces	Melghirimyces thermohalophilus
1237149	10	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	Fulvivirga	Fulvivirga imtechensis
1238	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
1238182	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Novispirillaceae	Caenispirillum	Caenispirillum salinarum
124	2	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula marina
1242148	2	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces	Melghirimyces profundicolus
1245522	4	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Siminovitchia	Siminovitchia thermophila
1246530	2	Bacteria	Bacillota	Clostridia	Moorellales	Calderihabitantaceae	Calderihabitans	Calderihabitans maritimus
1247513	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Leucothrix	Leucothrix pacifica
1249552	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella spirulinae
1255043	13	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio nitratireducens
1255251	1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia panacisoli
125602	7	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfococcus	Desulfococcus biacutus
1256678	9	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	Desulfonatronum zhilinae
1260928	13	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Geobacter sulfurreducens
1261393	86	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	Desulfatiglans parachlorophenolica
126156	1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	Psychrobacillus psychrotolerans
1262636	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus	Methyloparacoccus murrellii
1266370	77	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	Nitrospina gracilis
1273132	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Liberibacter	Liberibacter crescens
127458	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiobaca	Thiobaca trueperi
1276246	1	Bacteria	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma culicicola
1276259	1	Bacteria	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma phoeniceum
1279009	1	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cesiribacteraceae	Cesiribacter	Cesiribacter andamanensis
1279027	1	Bacteria	Campylobacterota	Desulfurellia	Desulfurellales	Hippeaceae	Hippea	Hippea alviniae
1280637	1	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	Saccharothrix carnea
1281767	2	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Tepidibacillus	Tepidibacillus fermentans
1285191	1	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfolucanica	Desulfolucanica intricata
1286698	1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Crassaminicella	Crassaminicella profunda
1288410	2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas guariconensis
12934	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa	Thiocapsa pendens
1293442	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Falsochrobactrum	Falsochrobactrum ovis
1294024	1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Calditerricola	Calditerricola satsumensis
1294026	19	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Aciditerrimonas	Aciditerrimonas ferrireducens
1294259	1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	Thermaerobacter composti
1294260	5	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geotalea	Geotalea toluenoxydans
1294296	1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Luteibaculaceae	Luteibaculum	Luteibaculum oceani
1295382	4	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylogaea	Methylogaea oryzae
1297794	1	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Coprobacillus	Coprobacillus cateniformis
129817	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brenneri
129847	3	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas grimontii
1298593	2	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	Thalassolituus oleivorans
129921	1	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis keratiniphila
13035	2	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Dactylococcopsis	Dactylococcopsis salina
1303863	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Aquisalimonas	Aquisalimonas halophila
130776	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospira	Roseospira thiosulfatophila
1307761	1	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	Salinispira pacifica
1307763	49	Bacteria	Kiritimatiellota	Kiritimatiellia	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiella	Kiritimatiella glycovorans
1312852	663	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum	Thermoanaerobaculum aquaticum
1312905	2	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvus	Desulfocurvus thunnarius
1313	1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
1313304	2	Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinivibrionaceae	Chitinivibrio	Chitinivibrio alkaliphilus
1317117	2	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Oceanococcaceae	Oceanococcus	Oceanococcus atlanticus
